kills,damage_dealt,placement,healing_used,revives_given,headshots,assists,tier,plus_minus_points,game_type
13,774,29,852,1,13,6,Crown,50,Solo
10,275,30,960,0,9,2,Silver,50,Solo
11,720,44,368,1,14,2,Platinum,50,Solo
8,1594,47,351,0,6,5,Crown,50,Squad
9,126,24,991,4,17,2,Ace,50,Squad
17,189,63,230,2,14,4,Gold,50,Solo
13,1378,69,428,3,0,0,Platinum,9,Duo
18,1459,56,932,0,11,1,Diamond,44,Solo
4,1568,14,175,1,18,7,Conqueror,50,Solo
7,1130,71,619,4,19,1,Conqueror,23,Duo
13,492,50,55,0,11,0,Conqueror,50,Duo
8,1593,80,267,1,7,2,Silver,15,Duo
8,1611,83,482,4,4,5,Conqueror,0,Solo
11,1585,27,744,2,12,3,Diamond,50,Squad
17,641,67,971,2,19,4,Conqueror,50,Solo
14,1860,48,764,2,10,8,Gold,50,Solo
11,823,68,27,0,0,1,Ace,-3,Duo
14,1384,43,19,2,0,8,Crown,50,Duo
10,1297,69,723,4,2,8,Silver,23,Squad
4,231,82,265,2,8,7,Gold,11,Squad
11,897,74,139,4,19,8,Platinum,50,Duo
4,247,15,594,0,1,7,Platinum,34,Solo
6,1150,48,526,4,14,5,Crown,50,Solo
1,1161,45,430,1,11,8,Conqueror,41,Duo
14,1941,32,441,0,9,5,Conqueror,50,Solo
16,603,6,751,2,1,5,Bronze,50,Squad
15,267,33,346,1,6,6,Platinum,50,Squad
13,1556,91,600,2,19,8,Gold,50,Solo
3,1026,16,888,0,12,3,Crown,50,Squad
4,1289,91,754,0,16,7,Platinum,26,Duo
13,1074,98,629,3,11,0,Ace,24,Solo
2,916,82,121,4,17,2,Crown,10,Squad
13,1562,21,895,0,2,0,Bronze,50,Solo
19,1627,27,467,1,17,3,Crown,50,Solo
4,128,86,689,3,4,5,Conqueror,-14,Duo
7,336,48,547,0,1,8,Ace,46,Squad
6,220,33,914,0,15,1,Silver,50,Duo
18,541,89,241,0,5,3,Bronze,48,Duo
17,537,36,862,2,2,4,Diamond,50,Solo
11,990,86,367,0,9,2,Conqueror,17,Squad
9,584,45,304,4,13,4,Silver,50,Solo
4,275,51,897,0,18,4,Ace,19,Duo
7,64,30,179,1,16,9,Silver,50,Solo
8,1159,3,311,2,14,2,Diamond,50,Solo
4,383,53,202,2,18,6,Conqueror,17,Solo
5,1257,52,345,0,8,0,Bronze,6,Solo
19,1677,91,143,4,11,5,Conqueror,46,Solo
9,227,5,897,1,15,3,Bronze,50,Solo
17,1861,27,967,3,3,5,Silver,50,Duo
19,925,67,846,1,2,0,Crown,29,Duo
6,207,35,302,1,16,6,Crown,50,Solo
8,60,37,942,3,17,0,Bronze,50,Squad
7,1437,75,286,4,18,2,Platinum,32,Duo
14,1459,76,11,4,12,1,Conqueror,33,Squad
10,1669,20,376,3,9,5,Platinum,50,Squad
15,276,83,23,2,3,5,Conqueror,22,Squad
1,1626,85,169,4,13,5,Diamond,4,Duo
10,646,87,791,3,9,9,Gold,32,Solo
0,1562,99,844,0,11,9,Conqueror,-5,Squad
14,147,66,583,3,19,2,Crown,50,Squad
4,696,36,75,0,19,4,Gold,50,Duo
19,1183,60,624,4,2,5,Diamond,39,Duo
10,1061,40,96,2,2,4,Ace,47,Duo
15,164,10,340,2,9,8,Bronze,50,Squad
5,1957,13,41,0,4,3,Platinum,44,Squad
16,58,60,54,4,10,5,Crown,40,Solo
15,861,54,385,2,0,8,Diamond,26,Duo
2,422,69,593,3,9,5,Bronze,6,Solo
7,871,11,770,2,15,3,Silver,50,Squad
7,1950,5,337,2,15,0,Platinum,50,Squad
16,406,76,8,3,8,1,Platinum,41,Squad
13,703,75,213,1,1,7,Platinum,20,Solo
12,1696,23,753,1,7,3,Diamond,50,Solo
18,490,37,566,3,19,3,Ace,50,Solo
0,1549,39,608,3,6,6,Silver,41,Squad
17,1095,25,604,4,17,7,Bronze,50,Solo
9,1910,4,152,3,0,9,Diamond,50,Squad
5,1696,55,419,3,11,1,Gold,11,Squad
16,1534,9,268,3,8,6,Silver,50,Solo
10,68,38,326,0,9,7,Platinum,50,Squad
19,64,17,187,4,14,2,Platinum,50,Squad
8,297,79,468,4,11,7,Conqueror,18,Duo
1,1660,76,120,0,15,6,Silver,15,Solo
19,978,39,709,0,3,2,Conqueror,50,Squad
15,1238,76,849,0,14,1,Crown,47,Squad
2,1129,49,700,2,3,3,Crown,22,Solo
9,1886,14,561,0,7,4,Ace,50,Squad
2,439,1,854,2,18,9,Diamond,50,Squad
11,1881,78,854,2,4,6,Ace,13,Solo
0,1036,41,815,2,6,7,Platinum,38,Squad
6,234,12,902,0,16,8,Crown,50,Duo
2,1175,75,407,3,19,8,Platinum,28,Duo
18,11,98,109,3,2,9,Conqueror,38,Squad
0,1192,91,891,3,15,0,Silver,3,Solo
14,198,81,828,0,2,3,Platinum,21,Duo
1,777,87,285,4,12,9,Gold,14,Squad
3,1100,68,194,1,12,6,Bronze,19,Duo
6,471,35,919,4,15,6,Bronze,50,Solo
19,208,58,91,3,16,0,Gold,50,Squad
0,802,2,478,2,10,7,Gold,50,Duo
17,1170,59,347,2,17,5,Ace,50,Squad
5,1692,62,313,2,5,0,Crown,-11,Duo
5,1067,20,882,4,14,8,Gold,50,Solo
12,170,82,505,1,0,7,Conqueror,7,Duo
7,1640,66,962,4,9,0,Platinum,10,Squad
15,1701,88,695,4,3,6,Silver,40,Squad
2,444,15,460,0,1,2,Bronze,31,Squad
4,260,88,128,2,13,8,Platinum,21,Duo
1,779,5,468,0,17,4,Diamond,50,Solo
1,1470,67,76,4,4,7,Silver,-6,Duo
3,1078,44,847,4,1,8,Conqueror,28,Squad
4,766,55,342,4,7,3,Conqueror,-10,Duo
14,1711,63,410,1,1,5,Crown,20,Squad
15,517,20,769,1,15,7,Platinum,50,Squad
12,903,25,547,3,0,2,Platinum,50,Duo
18,1475,87,467,1,18,5,Platinum,50,Solo
7,350,9,577,3,13,7,Gold,50,Squad
13,541,71,882,4,13,9,Silver,50,Duo
14,306,61,559,2,9,9,Gold,44,Solo
0,548,16,611,1,13,3,Crown,43,Squad
17,1323,26,911,3,19,3,Ace,50,Solo
0,1503,54,493,3,7,7,Platinum,-7,Duo
1,1797,48,849,1,14,4,Platinum,46,Solo
0,422,95,308,0,7,7,Gold,-5,Duo
1,772,73,957,4,10,8,Silver,10,Squad
11,468,61,520,3,9,0,Platinum,22,Duo
14,82,28,843,0,2,6,Bronze,50,Duo
11,520,90,991,4,5,5,Bronze,28,Duo
7,1085,34,679,4,14,0,Platinum,50,Solo
1,896,20,338,1,11,4,Ace,41,Squad
10,1730,48,511,4,16,2,Ace,50,Squad
6,838,72,11,2,13,3,Ace,12,Solo
9,887,17,832,0,16,7,Gold,50,Duo
18,796,63,859,1,10,1,Bronze,50,Solo
15,0,56,751,1,2,5,Gold,30,Duo
8,1371,31,138,3,0,2,Conqueror,32,Squad
9,26,25,819,3,1,9,Ace,46,Solo
11,806,60,752,1,2,3,Silver,14,Solo
9,156,39,834,2,1,5,Ace,40,Solo
7,409,87,901,3,6,0,Gold,4,Solo
12,1961,17,998,4,2,5,Gold,50,Squad
4,1967,34,137,0,2,2,Crown,26,Duo
19,1086,92,502,1,12,2,Silver,50,Solo
0,1104,66,735,4,14,1,Diamond,-4,Solo
0,1037,7,228,4,10,0,Conqueror,48,Squad
4,598,61,611,0,12,5,Diamond,10,Solo
9,295,69,839,2,8,3,Conqueror,8,Duo
2,852,10,632,4,11,5,Silver,50,Duo
14,1939,82,903,0,6,5,Bronze,40,Duo
11,704,66,511,1,4,0,Crown,6,Solo
14,448,85,931,2,15,0,Bronze,47,Solo
16,979,69,525,3,18,8,Crown,50,Duo
0,1030,48,709,0,6,1,Silver,32,Squad
4,922,52,909,3,14,6,Conqueror,11,Squad
17,1961,54,507,0,0,1,Crown,18,Solo
17,1592,41,253,1,14,2,Platinum,50,Squad
19,1371,79,840,1,10,3,Diamond,50,Squad
18,373,94,308,0,9,7,Conqueror,42,Solo
11,1865,79,340,3,4,5,Ace,13,Duo
14,528,99,595,1,11,1,Platinum,41,Squad
8,525,30,504,4,9,8,Silver,50,Squad
8,1332,100,826,3,2,6,Silver,12,Squad
16,507,27,941,2,13,9,Platinum,50,Duo
19,387,17,447,2,14,7,Platinum,50,Duo
15,836,12,822,1,11,0,Silver,50,Squad
8,803,17,745,3,12,6,Bronze,50,Duo
6,653,69,289,2,0,1,Crown,-16,Solo
12,538,1,971,4,18,2,Ace,50,Solo
9,733,61,304,2,16,6,Ace,37,Squad
3,545,94,324,1,15,7,Ace,14,Duo
14,917,95,117,0,10,2,Gold,36,Solo
1,1358,1,846,1,1,5,Ace,39,Duo
0,1942,86,480,0,3,3,Gold,-20,Duo
19,1857,78,475,4,10,0,Gold,48,Solo
3,1872,85,589,4,10,2,Platinum,1,Duo
17,1364,51,159,4,14,5,Ace,50,Solo
12,264,84,888,2,0,6,Silver,20,Duo
10,486,67,737,3,3,8,Gold,19,Solo
1,1710,10,327,2,12,0,Ace,50,Duo
19,1867,73,349,1,9,5,Platinum,50,Solo
4,1969,18,306,2,13,7,Ace,50,Squad
15,988,91,55,2,10,9,Bronze,50,Duo
11,1822,44,686,4,3,5,Conqueror,50,Duo
3,1905,44,713,2,9,4,Diamond,44,Duo
0,269,20,67,3,4,0,Diamond,15,Solo
8,1584,34,556,3,12,3,Platinum,50,Duo
13,737,61,288,2,3,7,Gold,32,Squad
4,1926,43,821,1,2,0,Platinum,30,Squad
19,1429,20,253,4,18,0,Platinum,50,Duo
10,1279,28,853,4,1,9,Bronze,50,Solo
10,1132,61,459,4,16,9,Silver,48,Solo
14,1597,17,442,1,0,8,Diamond,50,Squad
5,1471,50,931,3,8,8,Platinum,50,Solo
11,1539,6,886,1,16,0,Ace,50,Duo
17,230,53,726,3,16,6,Platinum,50,Solo
9,1723,72,715,4,9,8,Bronze,35,Duo
7,1128,28,126,0,7,1,Ace,43,Duo
2,1281,81,636,0,0,6,Bronze,-12,Squad
4,1723,67,298,3,17,5,Crown,18,Solo
17,1965,40,156,2,18,5,Bronze,50,Squad
19,985,61,932,4,17,3,Platinum,50,Squad
5,1743,52,677,2,19,2,Platinum,25,Solo
3,205,72,988,1,10,2,Conqueror,-9,Duo
19,1010,13,952,4,4,3,Silver,50,Squad
19,1199,1,24,0,1,0,Crown,50,Duo
9,1398,23,872,3,18,3,Silver,50,Squad
11,673,43,258,2,4,5,Platinum,50,Solo
4,955,51,423,4,15,1,Crown,9,Duo
5,1671,57,941,4,4,8,Platinum,4,Duo
7,620,30,519,2,2,5,Ace,36,Solo
1,1495,36,324,0,10,8,Bronze,50,Squad
3,662,42,225,2,16,0,Crown,46,Solo
10,1641,78,414,3,10,3,Conqueror,17,Squad
17,1048,85,344,3,12,6,Gold,50,Squad
6,177,10,500,4,18,3,Gold,50,Duo
16,378,5,495,3,11,7,Bronze,50,Squad
18,732,95,50,3,2,0,Conqueror,22,Squad
11,1567,47,567,3,8,1,Crown,50,Solo
12,1190,26,816,3,5,6,Gold,50,Duo
11,1096,62,462,2,17,4,Diamond,48,Squad
16,1673,63,274,2,12,6,Diamond,48,Solo
4,1096,65,396,1,2,5,Diamond,-10,Duo
7,13,78,910,1,18,8,Gold,48,Squad
12,1044,67,802,2,10,6,Crown,33,Duo
12,1974,99,623,1,13,1,Gold,38,Duo
14,339,37,871,1,8,4,Diamond,50,Solo
6,1416,24,20,0,3,4,Ace,33,Solo
15,858,33,628,0,9,2,Bronze,50,Solo
13,985,97,863,2,7,8,Diamond,35,Duo
2,1433,70,547,3,1,8,Conqueror,-20,Solo
7,342,6,873,2,6,6,Diamond,50,Solo
1,1908,43,721,2,12,2,Conqueror,36,Squad
5,464,75,34,2,3,6,Silver,3,Duo
9,850,14,892,1,18,5,Silver,50,Squad
2,112,87,368,2,19,7,Crown,21,Duo
5,900,17,701,3,9,7,Crown,48,Solo
11,398,37,279,3,15,7,Ace,50,Duo
19,1168,97,809,4,17,2,Silver,50,Solo
11,1197,48,116,0,3,2,Conqueror,46,Duo
3,3,89,541,1,1,0,Conqueror,-35,Squad
8,1673,26,545,0,10,8,Gold,50,Duo
11,1898,26,719,1,5,3,Silver,50,Solo
17,1965,46,74,4,6,1,Diamond,50,Squad
18,1251,15,900,1,4,9,Crown,50,Duo
1,102,35,43,2,0,9,Conqueror,20,Squad
2,775,17,229,1,18,4,Silver,50,Squad
10,1027,71,898,4,4,8,Conqueror,12,Squad
12,1929,26,871,0,6,6,Silver,50,Squad
7,1048,43,966,0,8,3,Gold,50,Duo
18,653,23,464,3,18,4,Diamond,50,Solo
1,983,84,507,3,13,3,Diamond,1,Duo
1,413,71,143,4,2,8,Conqueror,-23,Duo
13,1741,49,154,3,19,2,Diamond,50,Solo
15,1498,44,183,2,7,4,Bronze,50,Solo
16,463,11,740,2,17,6,Silver,50,Duo
5,1204,89,624,4,12,4,Platinum,14,Solo
2,1731,62,898,1,1,4,Platinum,-19,Duo
18,1912,45,800,2,7,1,Diamond,50,Duo
12,788,43,90,4,19,3,Conqueror,50,Duo
16,759,25,216,3,1,1,Bronze,50,Solo
6,592,33,300,3,1,6,Crown,41,Squad
6,416,3,228,0,11,3,Platinum,50,Squad
11,1566,3,472,2,15,4,Diamond,50,Solo
17,1249,86,196,0,1,9,Ace,35,Squad
1,34,91,166,0,8,4,Diamond,-10,Squad
9,1,59,559,2,18,7,Diamond,49,Squad
4,413,20,350,0,5,1,Gold,41,Squad
10,843,60,0,0,6,3,Platinum,16,Solo
11,770,15,715,3,9,9,Bronze,50,Squad
1,1587,57,868,1,9,7,Ace,-6,Duo
0,492,29,141,0,7,7,Conqueror,24,Solo
4,406,87,898,3,11,3,Diamond,6,Duo
17,110,67,767,2,3,4,Bronze,46,Squad
0,1290,27,654,0,6,0,Bronze,27,Solo
16,194,95,130,0,13,5,Conqueror,42,Solo
13,974,1,574,1,2,4,Silver,50,Solo
17,1779,70,870,0,15,1,Gold,50,Squad
4,1144,61,230,0,9,1,Bronze,8,Squad
15,1016,50,920,1,19,9,Conqueror,50,Duo
18,841,27,13,4,14,9,Crown,50,Solo
0,596,68,337,3,6,6,Conqueror,-23,Squad
5,1390,23,881,1,15,2,Gold,50,Duo
15,221,85,554,2,10,5,Gold,50,Squad
0,1674,82,219,3,6,8,Silver,-3,Solo
17,1037,45,121,2,16,6,Diamond,50,Solo
17,1910,37,21,2,19,1,Diamond,50,Solo
8,386,71,829,4,11,5,Bronze,34,Squad
2,593,40,134,2,3,3,Crown,22,Solo
0,1694,2,356,2,12,6,Bronze,50,Squad
2,614,42,597,1,15,7,Gold,50,Duo
14,1204,10,872,1,18,3,Conqueror,50,Duo
6,1349,28,61,2,18,9,Conqueror,50,Solo
11,1464,56,722,4,18,9,Diamond,50,Solo
4,887,7,602,3,0,6,Ace,44,Solo
18,1429,77,292,1,11,3,Crown,50,Squad
12,1224,78,100,1,7,9,Silver,40,Duo
12,88,41,579,3,8,9,Diamond,50,Squad
16,1842,57,674,0,12,7,Gold,50,Solo
9,805,13,466,1,10,0,Conqueror,47,Solo
7,1985,47,791,1,12,9,Bronze,50,Squad
8,1779,53,868,1,18,3,Crown,32,Duo
10,758,27,420,2,4,2,Gold,50,Squad
15,1418,71,938,4,5,8,Diamond,34,Solo
17,1059,31,749,0,2,6,Ace,50,Solo
10,976,62,783,4,16,3,Silver,40,Solo
6,1474,5,415,1,5,1,Crown,50,Squad
3,1814,12,619,1,13,9,Silver,50,Squad
14,591,54,771,1,11,3,Gold,40,Solo
0,401,5,922,2,16,7,Silver,50,Squad
8,228,30,594,1,10,6,Silver,50,Duo
6,995,36,392,3,4,2,Diamond,40,Duo
14,1001,45,995,3,12,1,Crown,50,Duo
17,815,48,481,0,1,3,Conqueror,50,Squad
8,1962,69,613,4,5,5,Crown,8,Squad
3,947,100,100,3,13,7,Silver,22,Squad
4,182,30,20,1,8,3,Diamond,43,Duo
11,733,19,668,3,10,7,Diamond,50,Duo
3,570,96,856,0,3,2,Silver,-10,Duo
16,1037,73,949,4,10,7,Crown,50,Squad
17,1780,1,154,3,0,7,Silver,50,Squad
17,956,76,37,3,16,5,Ace,50,Duo
17,734,29,693,2,11,9,Silver,50,Squad
16,345,75,168,0,16,2,Silver,50,Squad
14,758,29,606,1,17,6,Gold,50,Solo
0,1808,32,632,3,2,8,Crown,23,Duo
0,1135,59,320,3,7,9,Ace,-11,Squad
9,598,31,592,4,6,8,Gold,50,Solo
19,1027,22,476,0,16,1,Bronze,50,Squad
3,714,66,398,3,5,7,Diamond,-4,Solo
18,621,42,780,3,3,8,Diamond,50,Solo
5,85,17,916,1,9,0,Silver,50,Duo
3,1788,40,495,3,12,5,Diamond,50,Squad
17,313,70,657,2,0,5,Gold,32,Duo
7,1285,51,569,1,2,9,Gold,10,Duo
17,336,37,936,3,3,1,Ace,50,Squad
9,1530,71,240,3,0,8,Silver,12,Solo
18,1137,96,77,2,7,8,Conqueror,40,Solo
17,1430,97,836,3,13,8,Platinum,50,Squad
2,66,60,834,1,14,3,Conqueror,-2,Squad
0,970,2,552,2,6,9,Platinum,50,Solo
4,1163,35,967,2,18,1,Diamond,50,Solo
3,1720,99,183,3,0,1,Crown,-27,Duo
0,16,64,473,2,7,5,Gold,-8,Duo
18,539,2,286,1,16,7,Bronze,50,Squad
14,850,4,196,2,4,3,Diamond,50,Squad
14,102,62,811,3,5,2,Bronze,33,Duo
16,888,6,331,2,11,1,Ace,50,Solo
7,534,71,327,4,18,1,Diamond,26,Solo
0,1841,13,794,0,13,9,Crown,49,Duo
12,1493,5,833,1,3,8,Conqueror,50,Squad
4,184,9,613,3,15,7,Diamond,50,Solo
10,830,83,755,4,12,9,Platinum,44,Squad
8,87,72,397,4,12,8,Silver,33,Solo
8,1466,19,859,0,3,9,Conqueror,44,Solo
16,828,34,200,2,0,6,Conqueror,50,Duo
4,161,77,631,3,9,7,Silver,16,Squad
0,1905,95,454,2,17,0,Diamond,1,Duo
16,1147,25,73,0,8,5,Conqueror,50,Duo
9,1483,51,893,4,19,3,Ace,36,Duo
13,667,58,574,4,4,1,Ace,14,Squad
5,229,36,340,2,14,8,Conqueror,50,Duo
19,367,81,362,2,2,8,Platinum,42,Solo
10,364,69,15,1,5,0,Gold,12,Duo
9,315,29,578,0,5,0,Ace,44,Duo
4,1533,10,567,2,16,4,Diamond,50,Duo
19,581,88,387,0,6,5,Gold,48,Solo
19,1715,1,412,0,17,2,Crown,50,Squad
16,1290,56,538,0,9,1,Ace,34,Duo
18,301,30,447,3,13,9,Ace,50,Solo
14,1655,20,250,1,13,8,Bronze,50,Duo
13,577,72,55,0,17,8,Gold,50,Solo
7,394,89,357,3,17,6,Silver,37,Solo
16,227,47,772,3,5,8,Platinum,50,Squad
9,124,19,190,2,13,9,Silver,50,Solo
14,1802,50,318,2,8,6,Gold,50,Squad
9,434,38,14,2,3,8,Silver,50,Duo
18,1291,10,462,1,10,7,Gold,50,Solo
12,714,85,296,0,0,3,Conqueror,1,Squad
18,665,80,294,0,11,2,Silver,50,Duo
9,1868,15,750,4,9,1,Gold,50,Duo
19,757,11,103,4,11,3,Platinum,50,Squad
18,1827,47,511,3,7,6,Ace,50,Duo
14,1227,3,219,0,2,0,Diamond,50,Squad
14,965,48,320,3,18,0,Bronze,50,Squad
4,1210,95,4,3,16,0,Diamond,13,Squad
3,607,8,618,4,8,6,Silver,50,Duo
16,938,20,82,1,13,3,Gold,50,Squad
15,1475,43,316,3,13,8,Conqueror,50,Squad
14,244,1,528,2,4,1,Diamond,50,Duo
17,239,39,631,2,12,5,Crown,50,Solo
18,920,85,883,3,1,0,Bronze,31,Solo
15,1098,47,653,2,7,5,Conqueror,50,Duo
1,1346,83,24,3,13,9,Bronze,21,Squad
9,509,27,351,2,13,3,Crown,50,Squad
5,1916,48,355,2,2,6,Silver,45,Duo
16,1491,17,304,4,12,5,Gold,50,Duo
7,1757,96,512,3,16,7,Bronze,46,Squad
15,121,60,539,4,0,7,Crown,23,Duo
13,832,74,723,0,14,4,Silver,46,Solo
13,1600,52,668,2,7,5,Silver,34,Solo
5,321,52,405,0,7,3,Bronze,10,Squad
9,1158,75,914,2,14,2,Platinum,27,Solo
5,1927,43,977,3,6,4,Ace,43,Squad
15,1578,39,970,0,19,8,Crown,50,Solo
7,1308,9,700,4,10,4,Crown,50,Squad
17,1249,13,766,2,11,1,Silver,50,Squad
4,1869,21,697,4,2,1,Platinum,32,Squad
13,938,43,164,2,9,8,Ace,50,Squad
1,305,72,433,0,3,6,Bronze,-8,Squad
13,1040,85,891,4,8,4,Ace,26,Duo
10,1524,80,362,1,16,1,Gold,41,Squad
9,312,44,754,4,15,9,Bronze,50,Solo
11,629,44,648,4,4,5,Conqueror,50,Duo
12,618,32,252,4,1,6,Platinum,50,Squad
15,834,21,472,3,3,8,Gold,50,Duo
12,1036,17,479,0,17,9,Bronze,50,Solo
4,577,92,99,2,14,7,Conqueror,12,Duo
11,1027,29,968,2,1,2,Conqueror,38,Solo
16,1438,84,689,1,19,7,Ace,50,Squad
4,1836,17,951,3,4,0,Crown,28,Duo
4,1541,56,438,0,12,2,Platinum,9,Duo
14,1601,46,127,2,16,5,Conqueror,50,Squad
16,1006,5,226,1,19,2,Platinum,50,Duo
14,672,19,901,2,0,5,Diamond,50,Solo
17,1100,13,713,1,16,8,Ace,50,Solo
9,619,68,886,1,2,0,Platinum,0,Squad
2,931,81,654,2,12,9,Silver,20,Squad
10,286,17,807,2,3,5,Diamond,50,Duo
14,463,19,804,2,15,9,Diamond,50,Solo
3,805,30,416,4,14,5,Crown,50,Squad
10,588,7,521,2,1,6,Gold,50,Solo
1,998,20,314,3,13,4,Platinum,44,Solo
11,983,12,404,4,4,1,Ace,50,Squad
7,1035,54,863,4,11,4,Conqueror,11,Squad
5,1025,74,431,4,14,2,Gold,20,Squad
9,116,48,892,3,7,0,Silver,50,Solo
8,1333,79,64,2,13,5,Platinum,32,Squad
4,1862,77,842,4,8,1,Crown,-6,Duo
19,1334,91,303,4,16,6,Ace,50,Squad
12,1866,36,511,4,15,9,Silver,50,Duo
14,406,88,274,4,18,0,Conqueror,38,Solo
0,1799,96,125,0,5,3,Ace,-27,Squad
19,31,86,231,2,13,3,Ace,50,Squad
18,421,70,421,4,11,5,Gold,50,Duo
14,1674,76,698,3,17,2,Diamond,46,Solo
16,827,69,11,3,4,0,Platinum,25,Solo
17,1752,34,607,4,2,9,Crown,50,Duo
2,827,56,349,4,19,4,Silver,28,Squad
0,169,68,556,3,2,1,Ace,-32,Solo
7,1511,76,690,3,10,0,Ace,5,Squad
4,1784,83,100,2,2,9,Bronze,4,Solo
18,1928,36,26,3,14,8,Conqueror,50,Squad
0,1220,67,208,0,3,0,Ace,-34,Duo
16,1055,21,395,3,9,0,Platinum,50,Squad
5,1400,57,233,1,16,3,Platinum,20,Solo
3,701,71,967,2,10,3,Bronze,9,Duo
1,1479,11,792,3,15,2,Bronze,50,Solo
4,1,70,247,0,12,9,Bronze,24,Solo
5,1488,8,907,3,4,8,Diamond,50,Squad
6,260,76,663,0,11,7,Ace,15,Duo
8,6,67,373,4,11,6,Platinum,24,Solo
4,383,37,643,3,0,7,Crown,30,Duo
15,1815,15,836,4,2,8,Platinum,50,Duo
6,1444,31,125,4,8,5,Gold,50,Squad
13,1035,29,90,0,18,5,Bronze,50,Duo
7,206,34,149,4,3,4,Diamond,40,Solo
6,640,62,498,2,19,2,Silver,35,Duo
19,598,42,433,4,9,1,Ace,50,Solo
15,1502,97,907,4,10,9,Conqueror,38,Solo
0,426,87,777,2,5,9,Conqueror,-20,Squad
19,578,63,999,2,1,8,Platinum,40,Solo
8,460,35,810,3,17,5,Gold,50,Duo
16,1870,80,890,3,2,9,Bronze,40,Solo
11,33,49,962,4,5,6,Crown,50,Squad
13,1253,23,759,2,6,6,Crown,50,Squad
7,1613,66,408,2,8,3,Silver,16,Duo
5,212,84,809,4,19,0,Diamond,22,Duo
14,1747,64,592,1,6,7,Crown,35,Squad
13,227,27,515,4,19,3,Conqueror,50,Squad
5,62,66,815,4,11,7,Diamond,14,Solo
14,1554,11,269,2,4,3,Crown,50,Squad
11,1758,96,518,3,4,8,Gold,26,Duo
3,1060,70,374,0,6,6,Conqueror,-12,Squad
15,716,68,459,3,6,4,Crown,34,Squad
11,772,2,413,0,19,4,Bronze,50,Duo
17,131,78,185,0,16,2,Diamond,50,Duo
8,1185,61,20,2,19,8,Ace,41,Duo
11,1192,91,190,1,1,0,Platinum,4,Duo
17,1095,27,974,4,2,5,Gold,50,Squad
12,1825,90,819,1,19,7,Bronze,50,Squad
4,1909,51,343,3,2,6,Ace,-12,Solo
12,237,21,167,3,5,8,Silver,50,Duo
1,341,5,469,0,9,0,Platinum,50,Solo
3,1774,75,589,1,5,2,Crown,-16,Squad
15,1403,49,464,4,1,6,Conqueror,50,Squad
18,1699,97,718,1,8,7,Crown,50,Duo
6,1471,44,784,0,11,9,Crown,50,Squad
10,1960,40,394,2,3,2,Silver,50,Solo
10,783,55,836,1,17,2,Silver,48,Squad
2,566,4,130,2,15,2,Ace,50,Duo
4,786,37,308,2,14,8,Bronze,50,Duo
14,1184,92,418,3,10,6,Ace,41,Squad
19,1198,70,874,1,0,6,Bronze,45,Duo
8,1231,53,380,0,16,9,Crown,34,Solo
6,1883,34,822,3,1,6,Gold,48,Squad
2,1807,97,867,0,1,9,Diamond,-13,Duo
11,1657,12,608,4,3,5,Ace,50,Squad
8,705,30,970,2,0,0,Gold,38,Duo
13,819,79,175,2,12,9,Bronze,50,Squad
12,946,54,613,0,6,0,Diamond,16,Duo
18,1023,5,505,3,1,8,Diamond,50,Solo
14,1204,85,843,4,5,5,Ace,25,Duo
11,1324,47,607,4,19,6,Crown,50,Solo
15,718,51,985,1,19,7,Gold,50,Solo
6,1187,44,638,2,14,2,Diamond,50,Squad
16,1161,100,178,1,0,3,Gold,24,Solo
8,1255,54,520,2,10,8,Platinum,30,Squad
9,1799,74,948,1,19,5,Gold,44,Solo
17,775,33,851,4,6,5,Bronze,50,Squad
19,1221,43,747,1,16,6,Gold,50,Solo
7,1568,58,225,3,9,8,Platinum,20,Solo
1,1751,9,318,4,8,5,Ace,50,Solo
13,649,6,950,4,13,6,Bronze,50,Squad
17,460,71,184,0,6,2,Silver,39,Solo
16,1920,67,986,3,2,6,Gold,38,Squad
19,504,11,562,4,6,6,Gold,50,Solo
19,790,73,320,3,16,3,Crown,50,Solo
4,1680,61,479,0,10,1,Diamond,1,Duo
2,153,72,413,4,7,1,Gold,-9,Squad
17,1342,60,404,3,12,1,Platinum,46,Solo
19,287,45,597,1,8,6,Conqueror,50,Squad
1,956,2,708,4,11,0,Bronze,50,Solo
3,29,43,402,2,10,1,Conqueror,37,Squad
11,1923,12,985,1,16,5,Silver,50,Duo
5,367,100,19,0,14,5,Ace,14,Solo
10,183,69,200,2,10,9,Conqueror,28,Squad
1,387,59,608,0,18,9,Conqueror,12,Solo
17,1959,76,916,4,5,9,Gold,46,Solo
17,1720,31,839,4,8,1,Platinum,50,Solo
4,1990,74,491,4,13,0,Conqueror,-2,Squad
13,801,5,486,0,9,3,Platinum,50,Solo
8,1710,49,185,0,1,8,Crown,47,Duo
7,396,45,865,3,11,5,Diamond,50,Duo
11,434,62,524,0,19,4,Conqueror,44,Squad
0,1615,78,263,3,4,4,Diamond,-19,Solo
19,1152,3,192,4,4,6,Bronze,50,Duo
0,1208,77,986,2,13,9,Platinum,8,Solo
12,755,90,931,2,19,1,Diamond,50,Squad
19,1881,55,48,2,6,5,Bronze,50,Squad
1,1808,76,773,3,15,1,Crown,-1,Squad
10,742,56,223,1,3,8,Bronze,25,Duo
10,81,77,208,3,12,7,Diamond,32,Solo
11,952,37,71,3,12,9,Ace,50,Solo
